19-1-6 22:14:26.4|Info|UpdateApp|Starting Radarr Update Client
19-1-6 22:14:27.6|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/android-chrome-72x72.png for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.6|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Images/favicon/android-chrome-96x96.png] > [/tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/android-chrome-96x96.png]
19-1-6 22:14:27.6|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/android-chrome-96x96.png for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.6|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Images/favicon/apple-touch-icon-114x114-precomposed.png] > [/tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/apple-touch-icon-114x114-precomposed.png]
19-1-6 22:14:27.6|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/apple-touch-icon-114x114-precomposed.png for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.6|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Images/favicon/apple-touch-icon-114x114.png] > [/tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/apple-touch-icon-114x114.png]
19-1-6 22:14:27.6|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/apple-touch-icon-114x114.png for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.6|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Images/favicon/apple-touch-icon-120x120-precomposed.png] > [/tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/apple-touch-icon-120x120-precomposed.png]
19-1-6 22:14:27.6|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/apple-touch-icon-120x120-precomposed.png for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.6|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Images/favicon/apple-touch-icon-120x120.png] > [/tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/apple-touch-icon-120x120.png]
19-1-6 22:14:27.6|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/apple-touch-icon-120x120.png for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.7|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Images/favicon/apple-touch-icon-144x144-precomposed.png] > [/tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/apple-touch-icon-144x144-precomposed.png]
19-1-6 22:14:27.7|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/apple-touch-icon-144x144-precomposed.png for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.7|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Images/favicon/apple-touch-icon-144x144.png] > [/tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/apple-touch-icon-144x144.png]
19-1-6 22:14:27.7|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/apple-touch-icon-144x144.png for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.7|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Images/favicon/apple-touch-icon-152x152-precomposed.png] > [/tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/apple-touch-icon-152x152-precomposed.png]
19-1-6 22:14:27.7|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/apple-touch-icon-152x152-precomposed.png for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.7|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Images/favicon/apple-touch-icon-152x152.png] > [/tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/apple-touch-icon-152x152.png]
19-1-6 22:14:27.7|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/apple-touch-icon-152x152.png for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.7|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Images/favicon/apple-touch-icon-180x180-precomposed.png] > [/tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/apple-touch-icon-180x180-precomposed.png]
19-1-6 22:14:27.7|Trace|SymbLinkResolver|Checking path /tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/apple-touch-icon-180x180-precomposed.png for symlink returned error ENOENT, assuming it's not a symlink.
19-1-6 22:14:27.7|Debug|DiskTransferService|Copy [/opt/radarr/UI/Content/Images/favicon/apple-touch-icon-180x180.png] > [/tmp/radarr_update/radarr_backup/UI/Content/Images/favicon/apple-touch-icon-180x180.png]
